mz,RT,QC06,QC07,QC08,QC09,QC10,QC11,QC12,QC13,QC14,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18
276.0042685,0.547616667,1874.59775,2977.760662,2152.387803,1798.909016,1783.885986,2404.754853,3007.474014,1722.009339,2010.56886,1595.032837,1325.150798,2865.750397,2413.144312,2285.910828,1190.296176,4902.561145,3273.708069,2338.713623,4252.34198,2734.997544,2633.699646,4297.005591,3087.263858,4010.459686,2852.024121,2415.603424,5024.95813
842.9124715,0.561916667,18522.10636,20660.62206,20092.1241,16793.69434,17975.33501,16919.20935,13836.91766,14992.78639,19027.11547,14878.33203,13370.35693,19947.12451,14188.82068,13707.19846,11457.71493,17736.82069,18669.47526,16586.08876,16654.33098,17160.85327,14310.23188,21977.88878,17796.74561,21559.64905,22691.34227,19159.27131,29853.67781
209.0781344,5.552466667,40540.6891,34828.53955,34421.60693,39481.25244,35421.86914,46327.93292,31053.57129,29144.24176,30804.50969,28170.86889,26030.73155,27813.52124,30012.06604,26081.91553,21476.90942,23695.36694,24145.41675,16388.50689,31366.01196,28435.31503,25285.74841,25455.48389,24829.49146,27501.80707,29260.70255,21291.8208,28058.55619
428.0680459,3.39945,4753.109161,19638.15979,5849.725078,24135.77822,12406.26428,11290.82197,16754.27019,2046.602012,7671.62639,10959.31899,7230.559257,11570.45281,13651.52823,10188.55702,5951.694955,18410.29579,10615.38023,14468.31197,4393.706196,8398.879886,1134.871399,1464.483902,6411.044685,1900.594191,812.4590971,1242.624431,2582.649267
624.2039638,8.799416667,5943.721943,10237.03122,24634.11664,16643.68528,16456.64265,21875.16103,10404.87519,13545.56469,3174.289972,24770.78839,40516.65746,16908.23212,19558.61543,45473.35789,30551.29532,9517.286193,809.1364369,9493.197443,5130.840798,12325.41887,4990.753544,3073.820237,4453.543101,6772.399784,15016.43318,11410.7756,3173.455395
224.9782917,0.6762,158996.6119,143877.4794,140431.8782,143551.2394,152591.147,134721.7166,114917.2184,95377.17035,101868.4171,188790.1198,230469.3839,141499.3762,221033.2828,187719.6378,89473.09394,102474.5175,130940.1617,199749.7693,113459.9294,88919.20131,122912.8277,108125.4462,76391.68598,134468.2067,75649.27323,103381.8409,92243.80265
260.9787881,0.619066667,17834.87641,16904.51754,18855.54244,19094.7923,15510.30802,13940.47074,15065.70852,11977.66172,13621.73489,18009.17802,21057.73916,20418.32594,17987.42183,19165.18738,14038.19404,15386.08946,15588.85732,14554.63461,17104.03152,14666.67174,12582.67227,15348.94214,17945.71009,14972.5915,13310.91598,16057.01458,14019.81582
662.8259118,0.590483333,177746.3607,169444.2101,168159.098,166702.5,169116.7296,155505.5515,139257.8357,115635.2061,130633.7136,153216.687,161042.9677,148003.3267,152951.3967,134210.088,116018.3926,172347.2495,163339.6554,156795.1675,152775.3218,139362.9791,141682.1393,139916.0619,160020.6635,151760.5336,130960.1415,124218.1052,115571.2273
245.0918157,4.966816667,6124.878662,17195.05529,0,13736.94304,5308.904785,7805.532902,2317.163452,6102.550234,7507.868164,0,0,0,668.2229857,1458.514513,0,934.0580655,14578.63401,7848.776978,28716.39478,0,6720.83913,31137.35864,15533.07007,20673.58301,26720.29662,40916.01248,32917.78567
431.2410788,8.389183333,40541.05415,32644.19493,34036.38887,27523.17526,33787.38964,24030.68917,26379.81044,23613.90706,38380.012,3408.463945,20895.6846,7969.117816,19910.09321,17429.15877,16222.52089,24866.54609,30600.90615,25353.56635,11778.58311,6420.094013,29122.40613,27769.49362,45245.11052,45568.08465,41517.04294,42346.19859,29853.57417
464.1516653,9.144066667,4387.292937,7173.534706,13355.93461,22389.21383,23170.09164,2727.065485,3130.901448,5874.170972,1855.903319,4320.592007,2336.17973,2898.633089,2673.144897,7041.798294,2720.541771,10852.62418,33958.05471,22128.68792,4217.655273,15530.64785,6573.366321,12589.42665,33168.69416,26449.85541,13392.99357,10164.83219,15557.14265
391.224377,9.03535,44557.41907,44270.02094,48384.67803,44651.37452,41069.80082,44044.07749,31624.20427,26324.59524,29160.16169,54397.77051,164716.3422,49355.69912,35963.59516,35388.69201,83740.67063,42481.74215,23604.54419,42724.5694,21486.02905,80409.23102,20868.7024,26307.02193,32407.33221,22594.157,20736.32992,16788.7312,19131.83828
584.8125023,0.590483333,51787.7927,61831.26839,67029.98343,70503.36342,61069.31865,59055.38336,55935.95435,66231.75947,57714.48947,54165.74936,48839.41862,51156.94249,49632.52657,60674.4222,55842.79417,77996.23453,70256.20026,75095.24559,71881.04929,73842.63677,65748.28093,64014.93843,73243.52096,62441.14729,62485.071,57027.88598,67382.27555
417.2169252,9.767333333,304503.2796,325364.7768,320434.5014,283096.87,265565.0936,223629.6452,177719.2272,157664.2789,165597.9701,173952.9301,226191.7828,153784.9318,143678.1375,171378.1187,148437.1076,189964.4645,245481.5256,255215.7956,197968.5695,171613.85,197639.4028,237850.792,315338.5631,261428.2591,215041.9873,196652.7898,201450.65
425.080346,0.661916667,52846.50712,50664.45927,41828.75899,49768.42333,54382.15728,48012.26955,45559.04469,41921.48988,34912.12696,19143.48659,17354.57959,13999.63788,46692.74308,31689.47969,18277.83134,58972.60845,39239.6992,39641.53231,69963.13395,71103.05846,81575.94269,65573.78737,24053.0839,24218.31067,79514.21794,38739.13416,45663.77124
578.3011448,8.799416667,34046.04189,41015.90103,56159.78785,44014.26397,19536.35548,38701.09887,30817.95304,24705.96045,12290.80826,36010.37885,17539.56475,17393.88342,5049.251588,32640.18777,5447.805237,25094.24156,50344.95869,27113.73222,15307.37315,22620.45482,30423.04218,53577.74485,69275.49548,72093.18212,49321.78378,38274.47098,51026.59113
212.0007939,3.77735,1803740.014,1804231.267,1804667.51,1838058.092,1803845.045,1747791.242,1648201.778,1645260.741,1632421.683,523239.4761,1899064.414,392819.1698,1698531.257,782121.2933,1047046.986,1418835.304,1700890.798,2096188.173,1738036.777,1956157.422,1477138.281,1741928.76,1943468.712,2190528.279,2192576.405,3008140.677,1635053.328
527.3117512,8.78465,28565.67694,36334.98063,32869.4196,31816.18724,30580.455,23712.33705,24167.88812,14775.06939,24408.84577,43608.93099,40402.8083,39014.3067,37790.83876,34455.16158,43883.99211,27849.54577,33627.22089,14128.416,26346.00735,37464.04455,20062.87171,12160.18314,33630.8528,21782.33382,29461.47394,17931.84426,16254.22395
283.0811488,4.785433333,13617.03003,0,6527.686542,16271.30664,15595.20536,14764.78945,8019.632097,6722.406735,9175.831055,25125.28225,0,25351.41838,16645.05768,22901.87604,146758.8792,103.0206896,0,0,0,0,0,4951.20312,0,0,10706.43491,1344.660966,637.959078
384.1604848,9.680133333,1242703.163,1201067.412,1205583.856,1179248.932,1158539.478,971094.9331,809339.4247,787456.7441,818256.123,997621.698,1007285.532,846726.3708,834642.932,853386.8137,802723.1556,1138931.528,1085815.028,1103627.805,951772.9196,902005.0097,924453.165,1054246.135,1250339.994,1101402.993,1034849.652,925641.6319,885485.6115
187.9400497,13.74533333,6884406.499,6666184.292,6644099.679,6439000.096,6475754.158,5673920.185,5029135.376,5136114.692,4993390.409,6398134.783,6068817.302,5843993.621,5906152.307,5300944.769,5283486.106,6143020.138,5994291.059,5761257.161,5614610.297,5134618.324,4910600.964,6163445.332,5737457.44,5533339.853,5750316.993,4971317.929,5102837.864
173.9082724,13.71676667,2304338.689,2259733.318,2240793.84,2156178.645,2101982.82,1775084.614,1479479.937,1525983.277,1520938.31,2068979.213,1940310.332,1858399.8,1852654.906,1676320.055,1602887.327,1919393.812,1806391.735,1812299.357,1730339.867,1570995.466,1486265.239,1935684.323,1779063.53,1762598.852,1740555.76,1548317.777,1503996.045
938.5346345,11.47028333,77364.11194,77670.32284,65926.93359,68718.57593,51960.29851,66215.76749,49678.10098,41689.01481,32419.67252,24836.3103,19566.45128,31098.26915,119275.6361,57542.22948,81527.98485,0,0,28260.99535,110521.4565,13071.6518,0,13691.83842,0,0,115362.8992,0,0
440.1508806,9.277383333,7041.471271,2509.348389,15588.0283,8602.926778,7043.088198,5907.202271,1439.411009,8191.76609,8368.891345,6.86254145,98.47673648,0,0,239.3594189,0,0,40581.01571,64515.00689,10512.85283,33512.70604,34163.34778,1233.860026,28773.4467,34665.62466,19075.44859,9486.624476,0
337.0605214,8.389183333,13538.88704,8357.312348,8799.697021,4602.409546,4319.37116,11132.03885,8444.180507,6733.462653,4570.278398,4073.340465,3450.876709,7661.13879,5982.472549,6830.820371,7903.692257,5752.174182,4552.941162,8221.023763,3734.100838,4826.13317,4726.873966,9560.281006,14798.34978,9308.505357,12145.65834,12762.63653,13841.07799
367.245092,9.66585,17920.91417,8866.536901,17950.1899,13033.31647,12826.94253,14291.68787,8584.605194,17027.69363,12121.72655,8551.647095,11033.92485,1931.225572,5739.360142,10100.06786,15233.84785,16674.33271,21249.87367,19700.62275,18512.25017,18926.03267,13437.01458,15993.68344,18734.44896,21304.47637,19713.8936,19567.05982,16368.22484
485.0347213,0.561916667,23479.38635,21309.27329,23106.05123,22170.04676,24152.91956,17192.54453,16065.51932,15879.65889,15831.69713,4134.083328,12683.45371,20588.47704,15816.61425,12901.58533,8132.547607,24317.91382,18259.58098,16965.01855,16554.7951,15963.26535,12843.09888,23773.53617,22683.31529,25284.45197,20466.10178,21631.98164,33995.06931
202.1069684,5.0982,18841.96973,13728.72737,10021.56563,19404.74558,13120.75697,17291.19966,12191.08956,17505.65056,16657.81481,2035.358423,0,1164.366337,7498.54322,0,6463.409287,21760.4021,14066.25781,19727.14893,30777.61416,24103.32317,22596.99904,6739.919922,17533.55258,13267.36991,17470.31748,14380.43818,19161.04319
626.3196591,9.533616667,89671.6328,74342.91945,79088.98649,62662.71485,71201.48765,54425.06082,37940.91958,55298.04547,38529.17654,101479.3537,84882.04715,99728.8973,78926.16319,85200.06741,59380.73622,73224.47539,66956.88529,83633.38198,81546.20613,47926.85719,49423.24641,82006.07764,76504.18916,81785.75717,77389.9657,69864.14278,71947.58447
293.1746599,7.04325,168117.3455,180789.3163,193560.0407,174554.1085,171558.9904,169018.7917,148906.3586,146475.0577,139922.5134,190633.9735,193602.0934,186125.0658,162335.5329,189763.8434,160805.3533,209094.8286,175285.6274,191024.9266,188413.7381,163996.6274,172835.3807,185561.4591,198414.559,222896.8886,181701.6081,150722.6851,168938.1952
381.0387177,0.811333333,17629.53055,18897.87888,17092.91444,16494.73978,21424.9204,16366.34453,12679.561,7644.316112,11412.54364,11518.29465,12152.01617,7499.260168,15741.34009,18914.56385,9739.025146,28657.28546,19250.34924,24924.24349,18315.62514,22683.46349,15123.00555,20792.9725,21433.2015,20879.97652,17405.71234,14609.99892,13524.538
824.8063866,0.5762,59221.30081,53340.61411,45965.22316,44810.23748,45868.06667,45349.4152,46037.10448,43572.16947,40331.88821,42051.09204,34128.45313,33048.02747,40374.38277,46290.66938,34668.59884,47939.63662,49215.47418,49850.76466,56508.5057,58520.45315,57742.41101,60454.0223,75343.38102,54659.34786,44864.60864,43559.92568,44191.70787
567.3891168,10.29376667,950.1684203,684.3606695,2907.494196,337.0017149,1118.133922,1078.412245,2347.50314,0,0,9315.218707,2115.642779,19599.14993,13501.2344,8131.143826,13474.8335,7304.747102,8313.183582,27540.78215,6526.272894,6721.378286,6478.117445,9025.167918,7006.031447,15338.98788,23479.48908,7065.058029,2020.392079
500.2776503,8.8141,717405.7966,729242.5352,745163.0792,712352.3085,676583.4516,641466.4014,586784.8355,611765.0757,564723.1336,900794.5912,708334.6919,719556.7063,808094.0501,978235.6499,901713.9556,522674.999,725643.3455,773407.0226,651798.1038,837296.5429,723917.7941,773800.3066,1132413.219,817027.2347,1059583.78,702705.5276,876503.7412
268.7995897,0.604766667,566024.7917,570686.0693,550079.4919,555962.247,533078.7391,437335.0613,377375.8852,340854.1213,345030.2917,548986.8709,565962.5979,520822.3826,469996.6717,435900.6115,398023.9421,551478.6318,509632.6817,470612.98,430256.9253,391919.887,348028.0237,457489.5896,429095.5546,407871.1085,355601.2131,375353.5151,379570.4472
884.7832484,8.6599,85441.7383,122109.6125,81774.93842,74476.6678,58021.20965,76396.13455,85685.60993,67092.75268,59042.83597,115887.315,100331.643,117332.5716,133238.4303,98162.18645,144597.5412,108245.4412,101821.5871,88673.96335,73429.61173,119594.8196,113020.1849,92049.09902,108455.2551,56034.24343,99670.38969,74763.10666,75242.42803
616.2829475,9.548016667,20534.78911,15283.72681,21764.52069,9606.137211,20187.92109,5635.312744,11808.91204,10161.78923,10170.54602,41788.46858,27804.51345,29144.42087,22281.10886,16340.0193,32713.47231,19419.12437,12958.82492,18776.4452,13467.91305,5903.086028,3509.34385,10002.41237,11945.5166,15268.82315,19205.77107,8395.175753,7588.247001
274.1033295,0.6762,23902.24699,25529.76495,28632.16034,26285.58827,22857.01316,25004.38711,16965.68976,17695.26733,20798.73368,38710.97161,28187.6297,56023.50934,23414.54226,34780.22471,18028.24333,15033.46165,6358.907061,7980.289482,26808.40886,8481.155947,18856.71241,19758.07988,11548.91261,17423.63631,24881.18404,28216.81538,19780.2126
289.0378937,4.404583333,1782.658087,4049.788548,3725.032104,2672.060779,2597.244604,3048.931208,2480.49737,1767.299933,403.1940918,0,0,0,1618.960527,472.7288235,11.83974205,6115.875999,4084.057164,2005.05679,13572.86073,1138.846265,5255.289612,5869.01424,0,197.6061182,0,464.2501373,8713.581025
241.7928855,2.237183333,142609.0891,136953.4404,131042.2016,148078.5913,138059.9941,167539.4329,130753.0895,120059.2763,127657.5036,164372.0657,161619.9736,162842.4854,169015.1732,177664.9099,137465.9133,153048.4515,167461.4357,159605.997,153687.1944,151036.2709,130434.6136,152556.8195,154075.8071,168281.4863,154353.9133,150505.9696,137716.1665
621.1836929,9.767333333,20147.02339,17360.05733,7975.584796,6186.190918,14832.11236,4391.603395,13687.08,6518.886719,8552.278415,0,6429.304592,11227.89578,0,6872.32032,0,7135.397516,11901.54803,11524.85541,11505.08184,13382.7768,9839.544227,12943.72841,19874.85486,9398.530651,15875.29255,14924.33761,8430.291563
792.292162,8.799416667,44368.49758,41563.92746,73705.99952,56300.21626,42417.7327,58742.3649,54161.40619,49637.33105,39646.37724,45898.59671,73645.60976,74636.09984,42200.52599,80658.48759,35857.05298,7270.181512,43764.651,30039.73757,43660.45167,41913.47621,52385.98885,82009.61614,114721.4528,101837.1345,111567.4999,68242.58582,90961.93539
505.8656176,0.533333333,48128.96269,36601.45179,40160.84834,31546.5586,46800.93292,42539.28823,34490.75524,22609.42645,30040.07136,37933.98303,47418.47012,42584.47569,42405.50867,51325.11605,31524.29735,33165.61471,35786.97125,23020.3656,27764.82937,33154.99564,30285.48305,39890.0894,28204.66152,27827.82642,29771.33063,28531.05742,21834.10301
630.5758487,0.604766667,16650.01264,13427.72314,16673.32126,15485.11756,12661.00399,11742.98013,7579.584595,8244.085499,7813.610767,11053.06092,12625.62529,10645.83269,8319.657872,12737.26612,8894.479875,13887.15823,11450.0713,11324.93747,8200.174836,6744.515687,8347.840178,8202.148598,10941.69421,8053.855229,6101.135926,7562.710022,4918.509402
918.8046954,0.5762,69016.62115,67302.98021,62368.89161,62983.3811,61117.82405,48204.18661,47894.06543,41152.51952,50428.19203,49852.00518,59456.4759,53060.53389,57933.71649,45533.78174,49235.5801,51618.27184,54157.53794,55772.55078,55516.00349,46868.18779,46088.3768,47601.48919,52023.79345,39198.11377,43308.04276,41991.68131,48853.20356
850.5592959,11.32726667,242483.6373,280106.9246,231666.8516,224702.0835,270758.33,209346.3573,173204.5839,157271.5889,153659.9812,312076.3812,222259.286,311026.5633,529031.332,280174.5963,570945.7633,18364.8689,0,61075.66277,187449.417,52954.69116,0,63005.59424,195.8840065,0,303958.6941,0,0
149.0020862,13.7739,260535.4515,233368.1796,226563.0148,223406.2909,213085.054,163654.0427,175374.3518,180742.0704,193080.1209,214882.7166,188302.4686,168376.4238,173434.7314,169957.5855,175964.6736,203140.0291,177190.3401,173246.5764,166233.5928,168907.1339,174684.6827,184688.2505,174805.3063,168233.1154,165392.2932,166457.2616,173883.4025
148.9788961,0.78275,52678.87657,49582.00727,46334.22772,50974.90955,53405.62208,43639.44958,36123.8124,35204.91401,35058.62091,43171.38222,42799.28355,39791.95042,43113.28844,31919.76983,35288.14886,54133.68348,52030.88437,48175.65367,49286.91811,47155.48971,41170.01484,53670.75583,51824.54121,44523.80525,40267.6262,34868.89829,39551.8895
325.2186226,8.36775,43940.24622,48465.62627,53339.90873,54535.39245,57306.21119,61616.42544,49321.86187,62257.3848,56677.59633,26348.03931,60975.30961,50215.69242,56962.07849,55432.22813,76624.21402,43433.66778,49448.09462,41340.53612,24981.68785,33611.07241,39243.21696,51006.98547,98899.97911,182384.5691,93011.29022,71142.39879,65430.78454
698.3176813,9.533616667,68249.58298,82956.07741,93861.77614,56512.75964,56605.8916,61754.22328,55245.06855,46089.51533,48203.72986,75461.42363,100649.8773,63483.70996,111375.9452,78372.28541,94814.04302,74808.29991,85982.3739,95591.44571,53189.82876,92679.33374,76760.22175,115585.81,109716.0559,130325.2458,66924.40635,64266.75579,108586.7151
270.7967275,0.604766667,371889.9827,375580.48,359124.7841,358398.1913,346909.1157,287521.4378,242185.9955,227476.5407,220489.9861,356705.9962,378575.4344,344832.8195,306506.4098,291025.7379,262588.3617,362619.5042,335287.6876,311029.9463,279281.2139,263302.8607,228821.0772,307576.1109,280557.3776,267248.5145,235257.7345,245781.449,248879.4379
684.8289123,0.590483333,39317.80571,35632.22012,35618.81155,39140.06259,36670.25443,32350.99868,25386.73606,26663.699,24563.53993,38471.30436,41311.65794,38781.85834,34512.71198,29930.21751,30142.70195,34839.53506,34340.54078,31507.96753,27165.77015,28685.9907,24818.22246,36137.94707,27677.07477,32727.82061,29927.52005,27284.55322,27232.29285
425.1478376,9.15875,12081.03107,11855.21242,11103.89753,14094.12939,16853.82388,8730.971387,11540.75837,9861.070141,9655.709163,4585.887198,14203.60054,3995.598744,7650.284133,5306.334965,9326.546084,10729.58523,20250.14105,18657.10563,6324.834211,27026.85139,27829.52256,18305.18588,28320.74269,16251.77726,22770.05065,13951.98408,9694.622223
521.9912723,8.127133333,121313.3035,115466.5661,116823.4928,120510.4849,95686.94742,74245.46597,42509.3983,38624.67109,45454.57204,60591.49014,59731.90844,52995.78544,44791.34779,45527.8933,41081.20323,63203.62815,60448.30436,57105.18805,46329.16501,27273.64194,34147.03295,63137.92235,53764.37703,47202.46672,38136.56812,44883.95428,33119.30777
266.9873802,13.75961667,404157.5838,383640.0263,363357.9136,337833.2991,331940.4996,271771.7292,251123.6016,260167.2982,260401.627,335170.5677,287574.0174,282327.9421,278828.9978,283645.4882,277041.3992,302933.2207,278201.7719,271791.4167,268812.2647,262024.3233,271442.1713,299606.3076,278712.7684,289800.314,274213.2622,253747.7343,263305.1812
480.7988712,0.690516667,49202.15479,49217.6552,42238.95944,41997.61913,41734.72449,39240.36825,29950.15506,31435.84643,29859.70533,37234.30337,38282.54076,31039.38111,31409.27716,27600.56551,29792.68407,40483.76834,39073.99457,43852.52156,40025.81418,38475.74958,36487.17212,39435.26898,42584.72562,38497.31589,39678.03349,29066.21475,30312.91874
674.9807481,0.561916667,15530.06604,15366.54004,14970.30482,15409.42969,14700.23333,12352.86865,9021.572266,9219.437036,10699.80701,10412.54004,10805.69226,8352.966553,12095.06152,9781.265991,8862.434448,18971.76758,12578.25687,13075.91675,16542.29712,13809.66992,12693.57617,12417.26131,13813.98999,17452.78541,10747.83081,9623.160801,14583.23258
283.0666962,0.7113,7978.708395,3984.039037,8803.941272,7322.444332,7413.410399,3517.093423,3675.469461,5997.082631,2645.553225,22617.09212,19359.42574,11149.47906,26147.1057,32269.55971,10757.0971,3796.051987,8077.588922,38160.87139,13120.54286,8103.562899,13976.33948,7162.088394,49109.8221,23692.3091,7129.855492,6917.474744,9345.188454
620.5459552,0.604766667,58133.96848,62492.1863,65237.02796,57716.3698,51209.99462,48224.5819,36196.67748,35633.7002,29768.43791,60682.52693,45344.97603,36595.62082,41265.93016,41275.38356,34037.66996,46745.41977,47423.14602,37881.84846,37553.17713,42752.82879,34615.17089,40361.85811,38939.47936,27304.56653,33923.19209,35967.09307,30006.9862
347.2584862,8.734383333,100497.1729,109880.7358,105052.6484,113183.4329,109048.9654,141514.2974,99101.21259,96707.23544,95933.75462,61426.42541,117192.2981,100334.3886,111429.9024,141090.5196,128777.1845,83044.58187,108690.7961,138791.0009,61469.26758,71784.89624,86122.25294,138262.262,173513.9929,212203.4864,178107.4237,134085.3051,128701.8147
407.7818114,14.03853333,1143405.163,1140009.19,1145528.13,1106056.329,1110330.985,1003531.541,892561.9526,878025.2193,871443.0761,1102795.253,1048652.974,1008088.051,1009098.025,969685.0729,905399.3873,1071163.449,1051975.077,992478.9359,933988.6069,924604.6175,926816.4832,1083124.908,1017978.615,1011718.138,967412.4876,914157.3419,902037.2237
259.0211743,0.6762,90870.22943,75057.63521,84175.85207,75317.70257,80206.68992,73442.38839,69753.17731,64916.25836,64266.24522,107900.6624,119384.8401,63825.48136,132584.5273,136452.7,75922.66281,41289.13692,62901.58671,59887.4457,50985.64128,56932.83553,57357.39151,56558.49942,131473.4718,105727.3338,55746.60575,37320.68293,51565.54816
541.1646204,8.36775,44182.23059,42868.94066,41848.65833,47510.10255,31363.0773,40516.30531,38167.08588,29695.24477,41013.0906,8225.744181,58001.33611,30687.52037,15217.59272,19459.09749,31226.59812,22379.21421,36895.19484,31802.16543,5800.221713,14125.27587,18797.8647,58674.13512,43998.17084,60227.70606,47905.80137,64559.18416,40317.79461
259.0137524,4.3474,15958.00571,12227.17369,14719.82833,14028.85876,13195.86584,11077.32347,12118.99134,11271.31284,10145.78114,13593.07348,19316.89336,19191.495,13295.93058,13650.47348,16952.2829,9364.579773,10935.74814,11587.2137,11916.35121,12957.84653,11192.31563,4819.120228,13926.41408,12195.33227,11122.16816,9827.908901,7934.480057
652.3998269,9.680133333,150014.7502,167861.051,157074.3337,123074.5497,125947.8429,102377.2681,107216.3751,120429.2512,115427.2673,61307.18025,85501.08844,77207.07364,77943.47204,115510.2776,101504.3509,116115.4253,154426.6969,120262.9655,113312.6693,128574.1266,137285.0097,89700.56421,171244.3513,149042.1438,129307.8021,142532.5078,103763.1043
296.9791076,3.77735,47246.84711,46541.06952,46376.73167,53104.56544,48395.06555,44020.82191,41890.08621,39679.89006,46655.20818,11529.1622,49009.85306,9063.707119,49168.25798,20573.36469,26019.65277,39657.12469,41919.30856,52967.12276,49579.53484,53414.51458,39949.00345,47114.98066,52239.45503,55920.54379,55948.66991,75931.83587,39936.80121
640.2469303,8.799416667,20705.97424,3315.743859,9418.680634,2482.003418,15828.80566,14198.63935,6674.003705,10729.03763,8740.160583,44009.2478,36263.68774,29612.19752,15367.58558,18539.44864,34084.04044,4115.348389,12985.89178,16951.79697,9735.52832,7793.611328,4206.965682,14767.13074,5678.52362,15771.30769,22687.93981,9989.827155,9476.920289
738.2739821,9.049633333,181171.9031,141668.5142,152006.6435,133492.8371,156147.9917,152436.572,132042.8655,96100.96875,112607.7546,159539.7856,182667.087,176913.4007,132063.3635,149079.6994,150132.4789,200270.5107,167930.1964,185643.5116,149381.7666,150864.8281,153557.2565,140489.7309,176915.0428,182539.9214,135295.2282,139510.7909,150964.3575
253.1432255,7.237933333,17745.76416,20842.94,12729.08478,17329.27002,24438.16895,13563.34912,16050.09564,16420.93066,19988.88623,0,1527.617371,0,14893.13428,8992.850116,2133.457275,8588.652954,31769.90137,24981.96648,43492.23918,36614.00494,38586.44189,14049.12622,25681.66016,25677.93988,20632.27542,36061.24841,24989.8418
247.1689238,7.6706,32794.30151,30954.33926,41221.82458,25616.98145,30125.93048,38319.49291,28504.71387,27139.99683,31412.32898,4357.372938,0,2594.037512,0,2905.487966,0,0,652.5931524,0,2512.115897,0,2840.077372,3004.369081,0,4595.781934,0,0,2367.38682
219.950008,13.8031,195990.296,190115.1804,192383.0522,181200.9836,181400.7803,146123.9908,140969.8754,137566.0991,135866.1972,173030.8437,157891.5663,154963.545,152632.9679,151496.7791,144918.2148,171003.7954,157557.6707,147561.4856,154961.6434,141741.1651,141922.899,166826.3322,151153.2224,156772.866,146563.4866,139068.7234,141130.6327
376.9015602,0.590483333,47502.78125,53743.12889,53202.28048,51771.45758,54085.01271,41862.01574,38546.3681,41148.0459,40950.38157,47172.26782,51458.56128,46745.61935,44040.97037,40750.20907,38730.63906,48340.47335,42157.54907,35103.71245,44454.70107,39362.12042,38035.06925,45782.21217,40309.40936,42956.48272,33284.14611,36891.16759,36525.27844
377.2728957,9.680133333,97065.57025,111726.6463,99682.68192,89836.5169,85122.94037,71669.80128,80645.38153,74915.56448,69624.04133,64788.81021,67116.0711,64642.95049,28682.83488,78953.90197,65448.37654,91266.74354,78955.21437,94546.55583,90528.58636,72554.96069,79429.96985,83110.67219,97185.28015,111167.217,96193.23501,93406.05226,82974.51452
468.8956324,0.5762,182793.6779,168071.9248,177187.2357,181551.039,185608.3837,178641.5599,170944.9611,172029.9063,164778.913,165578.1697,157169.1677,144932.5513,170765.974,175565.3193,160635.4774,191654.2617,197509.6773,207838.216,198683.9603,197012.89,199732.0722,203005.6307,233528.6561,197884.5714,182954.7526,171287.6107,182975.6558
582.1351426,9.680133333,41458.02124,63228.86935,51999.07464,47749.02583,44870.47636,28181.0288,30841.03625,40996.80919,18374.39355,18298.45187,30135.0468,14981.4584,11764.79055,22976.44181,34949.00696,31240.0762,58462.16798,71383.45728,33146.9081,42633.12519,30840.81975,41299.6727,65387.2455,69972.52569,46903.1007,42204.40666,23806.02955
792.4227872,0.604766667,29497.63477,38120.89638,35330.68987,35972.25215,30815.07919,26288.93393,30339.08635,20333.02401,23275.66906,25290.17383,30082.09253,32558.09976,21072.25098,33543.02197,23351.43422,30724.76444,26354.33751,19143.12109,19607.89293,23746.43755,15664.8141,27598.08725,22530.51749,18901.47754,19918.43172,22411.33093,17245.22168
611.1441204,2.16575,35317.52363,44982.77952,39195.34625,49766.73972,42312.83522,41186.54525,38532.10965,36645.40208,27616.1826,41781.45827,17792.64361,26452.62791,42646.32508,23766.63359,23917.40225,48168.15645,69794.03295,65944.45472,45633.58884,32947.95346,68545.88435,35373.88885,34246.79754,50864.71461,81557.58822,46371.22283,56872.78982
195.9079883,0.63335,873792.143,958276.6796,942835.5661,872030.0721,917061.505,676234.5518,540364.3972,550094.4253,566805.4497,789050.1407,672901.4031,636623.9271,655853.0077,572470.9619,515452.9946,697512.4169,659674.3119,624086.5332,647896.9936,567971.2173,527448.1795,729777.7178,675338.4109,623846.7421,575390.873,555605.5687,527267.1898
415.9643134,3.77735,10810.41939,10085.68795,12829.37376,7066.234043,10443.58206,8603.848408,8239.415081,8580.93116,9109.034627,2053.691746,10488.19147,2515.901786,10330.46949,5781.39949,6104.038159,8497.4604,8755.867906,13434.61695,11890.87675,13167.06103,10599.83095,10075.46239,12968.91665,14428.07439,12093.82254,15971.64605,11136.26551
635.8974696,7.83615,291891.6179,226298.8537,266228.7023,236620.4686,207411.6611,157961.3269,120974.3316,144596.6897,109384.5225,334455.4154,241568.5048,236406.5351,252194.5328,193825.8862,172688.5498,287319.787,272333.501,314594.6873,236448.4226,219287.4907,208529.429,283212.8847,317194.1304,239323.1447,253953.7142,204913.726,206180.0168
653.4727058,9.767333333,13995.43032,4912.624291,19579.57857,12591.81095,21349.56258,16946.88606,4244.320408,6697.587024,10414.7904,0,0,8914.212099,0,6838.142003,9820.190268,16020.92289,4730.746253,13191.52441,7919.043407,16304.39262,22851.53105,19057.85156,40067.29419,16731.80886,18643.75358,3326.233643,4532.624146
